0,1,departure,destination,distance,weighted_distance,log
"('34482', '95054')",1,34482,95054,4406113.65593,4406113.65593,inf
"('28560', '28562')",1,28560,28562,16638.1253111,16638.1253111,inf
"('94536', '98032')",1,94536,98032,580943.130889,580943.130889,inf
"('22193', '97401')",1,22193,97401,5079979.09956,5079979.09956,inf
"('53150', '60115')",1,53150,60115,69790.6928547,69790.6928547,inf
"('99163', '99164')",3,99163,99164,7278.76958161,2426.2565272,6626.42159476
"('67410', '92154')",1,67410,92154,2206909.56167,2206909.56167,inf
"('32909', '55119')",1,32909,55119,1363564.3595,1363564.3595,inf
"('30047', '92056')",1,30047,92056,3689899.30579,3689899.30579,inf
"('15057', '17602')",1,15057,17602,444573.979085,444573.979085,inf
"('29137', '29152')",1,29137,29152,95367.8373717,95367.8373717,inf
"('30117', '30281')",1,30117,30281,104417.806017,104417.806017,inf
"('38133', '38134')",1,38133,38134,7293.39714454,7293.39714454,inf
"('30180', '60609')",1,30180,60609,309326.408775,309326.408775,inf
"('33134', '90301')",1,33134,90301,4226733.16154,4226733.16154,inf
"('37343', '86301')",1,37343,86301,3026342.15266,3026342.15266,inf
"('11360', '11361')",1,11360,11361,1066.19907611,1066.19907611,inf
"('17013', '95326')",1,17013,95326,4853417.86021,4853417.86021,inf
"('30342', '93012')",1,30342,93012,3849253.69204,3849253.69204,inf
"('60131', '60176')",1,60131,60176,1711.70574768,1711.70574768,inf
"('33611', '43085')",1,33611,43085,179781.104364,179781.104364,inf
"('13669', '94577')",1,13669,94577,5182520.29073,5182520.29073,inf
"('28078', '91502')",1,28078,91502,4163546.36638,4163546.36638,inf
"('27205', '94536')",1,27205,94536,4684180.94118,4684180.94118,inf
"('40356', '70344')",1,40356,70344,661195.387162,661195.387162,inf
"('64075', '84010')",1,64075,84010,1970959.6254,1970959.6254,inf
"('45424', '92708')",1,45424,92708,3759852.69283,3759852.69283,inf
"('97035', '98503')",1,97035,98503,97116.0130945,97116.0130945,inf
"('80477', '80487')",1,80477,80487,2902.92811156,2902.92811156,inf
"('43235', '75165')",1,43235,75165,1526234.05135,1526234.05135,inf
"('80921', '85258')",1,80921,85258,799158.181747,799158.181747,inf
"('85281', '98036')",1,85281,98036,1354407.0674,1354407.0674,inf
"('20852', '75019')",1,20852,75019,2205766.63709,2205766.63709,inf
"('87122', '91732')",1,87122,91732,1281077.07834,1281077.07834,inf
"('28273', '91746')",1,28273,91746,4118356.02055,4118356.02055,inf
"('16506', '22602')",1,16506,22602,216217.236396,216217.236396,inf
"('37184', '61361')",1,37184,61361,401768.008841,401768.008841,inf
"('94002', '99217')",1,94002,99217,793733.324323,793733.324323,inf
"('11704', '53705')",1,11704,53705,1790547.11613,1790547.11613,inf
"('14564', '20764')",1,14564,20764,146700.925175,146700.925175,inf
"('85031', '85037')",2,85031,85037,11271.7428646,5635.87143228,16262.6875329
"('97213', '97214')",1,97213,97214,4984.94760916,4984.94760916,inf
"('33013', '90058')",1,33013,90058,4211133.66426,4211133.66426,inf
"('28791', '54639')",1,28791,54639,903295.811706,903295.811706,inf
"('20785', '20878')",1,20785,20878,41266.492725,41266.492725,inf
"('75126', '90720')",1,75126,90720,2402831.01892,2402831.01892,inf
"('93012', '95204')",1,93012,95204,333754.976696,333754.976696,inf
"('48506', '48509')",1,48506,48509,2253.88379442,2253.88379442,inf
"('50517', '85602')",1,50517,85602,1809923.22958,1809923.22958,inf
"('28387', '93638')",1,28387,93638,4520397.26447,4520397.26447,inf
"('27526', '55317')",1,27526,55317,1632861.52996,1632861.52996,inf
"('47612', '47711')",2,47612,47711,18088.1450962,9044.0725481,26096.6772292
"('94578', '95054')",1,94578,95054,25695.4801127,25695.4801127,inf
"('29707', '29715')",1,29707,29715,7404.22800382,7404.22800382,inf
"('85258', '93446')",1,85258,93446,989795.611913,989795.611913,inf
"('93550', '93552')",2,93550,93552,13979.1019201,6989.55096004,20168.5810162
"('13224', '20148')",1,13224,20148,187976.907692,187976.907692,inf
"('77036', '96707')",1,77036,96707,6961772.8415,6961772.8415,inf
"('10462', '90059')",1,10462,90059,4927158.75369,4927158.75369,inf
"('93725', '93727')",1,93725,93727,8912.92606058,8912.92606058,inf
"('28328', '84664')",1,28328,84664,3691258.29072,3691258.29072,inf
"('21043', '43085')",1,21043,43085,690910.833117,690910.833117,inf
"('55106', '91730')",1,55106,91730,2734297.95748,2734297.95748,inf
"('85258', '87124')",1,85258,87124,571846.026514,571846.026514,inf
"('95821', '95825')",1,95821,95825,3269.64899802,3269.64899802,inf
"('46017', '84117')",1,46017,84117,2916347.48287,2916347.48287,inf
"('18631', '91765')",1,18631,91765,4608448.20788,4608448.20788,inf
"('84043', '98661')",1,84043,98661,1223382.46919,1223382.46919,inf
"('75218', '77494')",1,75218,77494,104072.258839,104072.258839,inf
"('19036', '77477')",1,19036,77477,2247161.1005,2247161.1005,inf
"('32908', '85248')",1,32908,85248,3462939.5148,3462939.5148,inf
"('93402', '93442')",1,93402,93442,7284.56498882,7284.56498882,inf
"('34104', '34112')",1,34104,34112,470.485918774,470.485918774,inf
"('35125', '35128')",1,35125,35128,5493.2745032,5493.2745032,inf
"('20785', '21044')",1,20785,21044,7265.11082232,7265.11082232,inf
"('30354', '33012')",1,30354,33012,467736.602699,467736.602699,inf
"('52802', '91730')",1,52802,91730,2996374.77675,2996374.77675,inf
"('72903', '72916')",1,72903,72916,3298.25612136,3298.25612136,inf
"('94110', '94550')",1,94110,94550,94338.2644816,94338.2644816,inf
"('11801', '73129')",1,11801,73129,2661703.0521,2661703.0521,inf
"('18901', '18923')",6,18901,18923,3339.13333033,556.522221722,1864.60579513
"('85339', '95926')",1,85339,95926,1124473.07952,1124473.07952,inf
"('35674', '92121')",1,35674,92121,3271168.414,3271168.414,inf
"('60616', '85251')",1,60616,85251,2698961.5181,2698961.5181,inf
"('32666', '33441')",1,32666,33441,219235.31638,219235.31638,inf
"('55976', '80203')",1,55976,80203,1390265.31274,1390265.31274,inf
"('47129', '59405')",1,47129,59405,2833927.04157,2833927.04157,inf
"('27549', '33020')",1,27549,33020,298917.637957,298917.637957,inf
"('14610', '14625')",2,14610,14625,4435.17391129,2217.58695565,6399.6034073
"('38115', '91362')",1,38115,91362,3219745.01913,3219745.01913,inf
"('27712', '90501')",1,27712,90501,4381471.62536,4381471.62536,inf
"('77099', '91761')",1,77099,91761,2449126.44964,2449126.44964,inf
"('46360', '60656')",1,46360,60656,106519.709011,106519.709011,inf
"('96701', '96782')",2,96701,96782,5889.35211957,2944.67605978,8497.53909695
"('81631', '85043')",1,81631,85043,646977.827458,646977.827458,inf
"('44481', '44483')",1,44481,44483,9640.23341814,9640.23341814,inf
"('80601', '80602')",1,80601,80602,11220.2492716,11220.2492716,inf
"('30354', '31820')",1,30354,31820,49975.2708198,49975.2708198,inf
"('34474', '34482')",1,34474,34482,7410.27575146,7410.27575146,inf
"('89523', '91710')",1,89523,91710,385629.879033,385629.879033,inf
"('32908', '78669')",1,32908,78669,1935863.35552,1935863.35552,inf
"('31545', '31546')",1,31545,31546,17611.5470467,17611.5470467,inf
"('33705', '39534')",1,33705,39534,698592.920958,698592.920958,inf
"('43311', '92612')",1,43311,92612,3784410.95055,3784410.95055,inf
"('68137', '68144')",2,68137,68144,345.981686945,172.990843472,500.146063994
"('48323', '90301')",1,48323,90301,3882809.21714,3882809.21714,inf
"('11204', '85119')",1,11204,85119,4163344.90989,4163344.90989,inf
"('80207', '80216')",1,80207,80216,4496.19021433,4496.19021433,inf
"('77092', '96786')",1,77092,96786,6956824.59932,6956824.59932,inf
"('93901', '93908')",1,93901,93908,2871.93877357,2871.93877357,inf
"('77008', '91780')",1,77008,91780,2519615.88904,2519615.88904,inf
"('10199', '90019')",1,10199,90019,4922364.43403,4922364.43403,inf
"('77045', '77047')",1,77045,77047,5124.64080211,5124.64080211,inf
"('63026', '63125')",1,63026,63125,18620.038368,18620.038368,inf
"('32210', '33178')",1,32210,33178,165613.913463,165613.913463,inf
"('89119', '92084')",1,89119,92084,268332.287553,268332.287553,inf
"('14031', '14032')",1,14031,14032,2306.22913502,2306.22913502,inf
"('91010', '94116')",1,91010,94116,542234.539589,542234.539589,inf
"('68116', '68154')",1,68116,68154,5829.88317632,5829.88317632,inf
"('12309', '20785')",1,12309,20785,352551.212182,352551.212182,inf
"('33029', '89130')",1,33029,89130,3857639.98154,3857639.98154,inf
"('81201', '81211')",1,81201,81211,37384.1819619,37384.1819619,inf
"('54220', '77027')",1,54220,77027,853226.091073,853226.091073,inf
"('72701', '93033')",1,72701,93033,2784829.23846,2784829.23846,inf
"('90058', '95020')",1,90058,95020,406920.015644,406920.015644,inf
"('19380', '36561')",1,19380,36561,1335437.66361,1335437.66361,inf
"('11704', '75468')",1,11704,75468,2447628.99823,2447628.99823,inf
"('59072', '59102')",1,59072,59102,24897.6463872,24897.6463872,inf
"('75217', '78040')",1,75217,78040,324014.262861,324014.262861,inf
"('17517', '17578')",1,17517,17578,3034.83028296,3034.83028296,inf
"('58356', '84043')",1,58356,84043,1435903.97059,1435903.97059,inf
"('84025', '84095')",1,84025,84095,19447.2598017,19447.2598017,inf
"('33413', '33415')",1,33413,33415,2797.49160939,2797.49160939,inf
"('91303', '91304')",1,91303,91304,3762.56116032,3762.56116032,inf
"('19136', '93033')",1,19136,93033,4898634.55045,4898634.55045,inf
"('33868', '53718')",1,33868,53718,831541.302406,831541.302406,inf
"('35611', '35614')",1,35611,35614,10466.0670337,10466.0670337,inf
"('45403', '45404')",1,45403,45404,1616.75667169,1616.75667169,inf
"('28204', '64081')",1,28204,64081,1508994.60947,1508994.60947,inf
"('14043', '78735')",1,14043,78735,2118499.21273,2118499.21273,inf
"('89120', '89130')",1,89120,89130,16760.7480503,16760.7480503,inf
"('30354', '30809')",1,30354,30809,246467.273546,246467.273546,inf
"('97401', '97403')",1,97401,97403,3599.93546012,3599.93546012,inf
"('49242', '67059')",1,49242,67059,1608460.86316,1608460.86316,inf
"('39232', '84060')",1,39232,84060,2380806.40512,2380806.40512,inf
"('76002', '76014')",1,76002,76014,1236.83344251,1236.83344251,inf
"('32334', '33020')",1,32334,33020,513747.082951,513747.082951,inf
"('75080', '77042')",1,75080,77042,136896.920488,136896.920488,inf
"('50213', '63126')",1,50213,63126,376721.716293,376721.716293,inf
"('19720', '92618')",1,19720,92618,4678353.30388,4678353.30388,inf
"('32818', '91761')",1,32818,91761,4011301.0887,4011301.0887,inf
"('90057', '92821')",1,90057,92821,43894.8955396,43894.8955396,inf
"('72032', '72034')",2,72032,72034,13718.7599405,6859.37997027,19792.9869334
"('30127', '90058')",1,30127,90058,3727440.26278,3727440.26278,inf
"('11232', '74003')",1,11232,74003,2451823.45145,2451823.45145,inf
"('68046', '68127')",2,68046,68127,1037.72832015,518.864160073,1498.12550126
"('60007', '93204')",1,60007,93204,3564963.2523,3564963.2523,inf
"('20877', '90504')",1,20877,90504,4570104.63966,4570104.63966,inf
"('55427', '55441')",1,55427,55441,5057.8153413,5057.8153413,inf
"('46113', '46158')",1,46113,46158,7910.63105129,7910.63105129,inf
"('75040', '75042')",1,75040,75042,6125.9496784,6125.9496784,inf
"('33805', '33844')",1,33805,33844,35404.5065856,35404.5065856,inf
"('74115', '74134')",1,74115,74134,12357.6904772,12357.6904772,inf
"('30096', '30097')",1,30096,30097,588.380203035,588.380203035,inf
"('11385', '90058')",1,11385,90058,4920764.29265,4920764.29265,inf
"('33403', '33404')",1,33403,33404,1470.44013821,1470.44013821,inf
"('38118', '91768')",1,38118,91768,3097650.18291,3097650.18291,inf
"('36606', '84043')",1,36606,84043,2640396.79574,2640396.79574,inf
"('91203', '91205')",2,91203,91205,2099.61558604,1049.80779302,3030.10499376
"('85258', '98031')",1,85258,98031,1335315.88283,1335315.88283,inf
"('92084', '95132')",1,92084,95132,555102.057916,555102.057916,inf
"('22963', '49202')",1,22963,49202,682433.465249,682433.465249,inf
"('98203', '98282')",1,98203,98282,33891.1231364,33891.1231364,inf
"('65638', '65711')",1,65638,65711,5719.62004478,5719.62004478,inf
"('73013', '90004')",1,73013,90004,2316185.26494,2316185.26494,inf
"('58259', '84095')",1,58259,84095,1552086.98011,1552086.98011,inf
"('46818', '85258')",1,46818,85258,2958706.22826,2958706.22826,inf
"('91403', '98201')",1,91403,98201,880404.798193,880404.798193,inf
"('32778', '77471')",1,32778,77471,1571330.71451,1571330.71451,inf
"('30087', '90670')",1,30087,90670,3773474.41749,3773474.41749,inf
"('79101', '79109')",1,79101,79109,5284.42292353,5284.42292353,inf
"('77379', '92649')",1,77379,92649,2505963.16769,2505963.16769,inf
"('21742', '61063')",1,21742,61063,1299721.6196,1299721.6196,inf
"('52807', '60630')",1,52807,60630,306928.425254,306928.425254,inf
"('60098', '85323')",1,60098,85323,2652365.62802,2652365.62802,inf
"('87114', '87120')",2,87114,87120,8543.94914745,4271.97457372,12327.3130646
"('44833', '90660')",1,44833,90660,3920208.75444,3920208.75444,inf
"('32819', '93933')",1,32819,93933,4474833.00861,4474833.00861,inf
"('12308', '13031')",1,12308,13031,265818.087717,265818.087717,inf
"('17517', '19380')",1,17517,19380,59316.2009908,59316.2009908,inf
"('43229', '43311')",1,43229,43311,86609.9813046,86609.9813046,inf
"('11023', '19406')",1,11023,19406,184652.113438,184652.113438,inf
"('10953', '30044')",1,10953,30044,1119479.2976,1119479.2976,inf
"('43076', '84651')",1,43076,84651,3259864.27311,3259864.27311,inf
"('58458', '62401')",1,58458,62401,1080998.77126,1080998.77126,inf
"('91702', '92345')",1,91702,92345,63766.1359275,63766.1359275,inf
"('92131', '94066')",1,92131,94066,649200.321639,649200.321639,inf
"('43085', '98683')",1,43085,98683,4388822.04224,4388822.04224,inf
"('32643', '91744')",1,32643,91744,3923712.14534,3923712.14534,inf
"('37128', '89128')",1,37128,89128,3199624.37718,3199624.37718,inf
"('90064', '91367')",1,90064,91367,22621.070278,22621.070278,inf
"('14043', '45601')",1,14043,45601,477015.675967,477015.675967,inf
"('21239', '21251')",1,21239,21251,1054.04499353,1054.04499353,inf
"('45053', '91730')",1,45053,91730,3644113.86426,3644113.86426,inf
"('75052', '95136')",1,75052,95136,2763717.02206,2763717.02206,inf
"('24153', '94002')",1,24153,94002,4690704.32874,4690704.32874,inf
"('64601', '64644')",1,64601,64644,44045.7253613,44045.7253613,inf
"('98004', '98039')",1,98004,98039,3978.56714769,3978.56714769,inf
"('66202', '66212')",1,66202,66212,1309.48585723,1309.48585723,inf
"('34145', '66067')",1,34145,66067,1503421.9053,1503421.9053,inf
"('95604', '96001')",1,95604,96001,276375.986218,276375.986218,inf
"('63301', '63376')",1,63301,63376,15937.5737131,15937.5737131,inf
"('28107', '91744')",1,28107,91744,4160556.33859,4160556.33859,inf
"('84043', '84045')",1,84043,84045,4910.70026031,4910.70026031,inf
"('91745', '93555')",1,91745,93555,89399.797107,89399.797107,inf
"('47803', '47805')",1,47803,47805,2171.09970026,2171.09970026,inf
"('60657', '90039')",1,60657,90039,3401873.73297,3401873.73297,inf
"('83854', '84043')",1,83854,84043,657281.624669,657281.624669,inf
"('90601', '90605')",1,90601,90605,3077.8984844,3077.8984844,inf
"('30152', '90058')",1,30152,90058,3732867.04672,3732867.04672,inf
"('92503', '92505')",2,92503,92505,6360.35731172,3180.17865586,9177.0559519
"('62711', '93033')",1,62711,93033,3268810.04861,3268810.04861,inf
"('78045', '91730')",1,78045,91730,1999723.37141,1999723.37141,inf
"('91206', '94087')",1,91206,94087,460782.761456,460782.761456,inf
"('11096', '89701')",1,11096,89701,5111023.8774,5111023.8774,inf
"('40229', '90058')",1,40229,90058,3619708.2893,3619708.2893,inf
"('32628', '84651')",1,32628,84651,3160504.44603,3160504.44603,inf
"('90031', '91360')",1,90031,91360,75416.1755647,75416.1755647,inf
"('43228', '53558')",1,43228,53558,683989.494743,683989.494743,inf
"('79761', '85258')",1,79761,85258,1062744.27621,1062744.27621,inf
"('32159', '93420')",1,32159,93420,4285369.89077,4285369.89077,inf
"('61264', '62690')",1,61264,62690,92621.1511736,92621.1511736,inf
"('46227', '75023')",1,46227,75023,1176635.01557,1176635.01557,inf
"('40505', '40509')",1,40505,40509,8853.9494992,8853.9494992,inf
"('27870', '94545')",1,27870,94545,4938069.41341,4938069.41341,inf
"('32666', '32714')",1,32666,32714,67322.100456,67322.100456,inf
"('91776', '95665')",1,91776,95665,368437.370937,368437.370937,inf
"('61568', '80920')",1,61568,80920,1700067.89242,1700067.89242,inf
"('32210', '77057')",1,32210,77057,1528075.18553,1528075.18553,inf
"('33705', '98338')",1,33705,98338,4368517.88092,4368517.88092,inf
"('76502', '85258')",1,76502,85258,1611661.15769,1611661.15769,inf
"('53147', '85258')",1,53147,85258,2604265.01607,2604265.01607,inf
"('55077', '55121')",1,55077,55121,9689.24131939,9689.24131939,inf
"('40503', '40513')",1,40503,40513,7981.0547165,7981.0547165,inf
"('44035', '78412')",1,44035,78412,1678905.60637,1678905.60637,inf
"('41048', '92376')",1,41048,92376,3630961.88545,3630961.88545,inf
"('76116', '94558')",1,76116,94558,2761893.61566,2761893.61566,inf
"('10013', '19720')",1,10013,19720,180627.37107,180627.37107,inf
"('85715', '85750')",2,85715,85750,2112.42677352,1056.21338676,3048.5876304
"('95037', '95125')",1,95037,95125,33306.8493882,33306.8493882,inf
"('39564', '91746')",1,39564,91746,3248198.87932,3248198.87932,inf
"('45065', '94549')",1,45065,94549,4214445.72259,4214445.72259,inf
"('44240', '75032')",1,44240,75032,1674564.77036,1674564.77036,inf
"('50613', '50655')",1,50613,50655,66070.0335286,66070.0335286,inf
"('76016', '84128')",1,76016,84128,1663446.70074,1663446.70074,inf
"('14043', '60616')",1,14043,60616,991983.801841,991983.801841,inf
"('94518', '94520')",1,94518,94520,3360.24132375,3360.24132375,inf
"('11214', '11735')",1,11214,11735,62774.5533695,62774.5533695,inf
"('90058', '94954')",1,90058,94954,537932.663031,537932.663031,inf
"('78642', '85258')",1,78642,85258,1553375.07469,1553375.07469,inf
"('84404', '94103')",1,84404,94103,1157903.13411,1157903.13411,inf
"('90401', '90404')",3,90401,90404,2338.76240706,779.58746902,2129.83328467
"('67401', '85258')",1,67401,85258,1588984.71627,1588984.71627,inf
"('61073', '61111')",1,61073,61111,1009.64669536,1009.64669536,inf
"('12084', '93033')",1,12084,93033,5015673.21151,5015673.21151,inf
"('93033', '98038')",1,93033,98038,811351.531289,811351.531289,inf
"('61231', '91746')",1,61231,91746,3032653.63072,3032653.63072,inf
